符合條件商品
資料日期：2023年  8月  9日
策略,	基金財務輸出CSV
序號,	代碼,	商品,	成交,	漲幅%,	總量,	CLOSE,	C_MA20,	VOL,	VOL_MA10,	ROE4,	毛利率,	營益率,	利息倍數,	股本,	市值
執行時間：2023-08-09 19:11 符合檔數(1770)
966	,4555.TW,氣立,53,1.53,5,53,52.98,5,8.9,0.4,31.2,3.3,11,7,37
967	,4556.TW,旭然,30.1,-0.5,8,30.1,29.32,8,14.2,-1.6,35.5,2,3,4,13
968	,4557.TW,永新-KY,106,0,29,106,103.33,29,50.3,9.8,29.5,15.2,25,4,44
969	,4558.TW,寶緯,25.6,-1.54,3,25.6,26.64,3,14.6,-12.8,-5,-11.6,5,5,13
970	,4560.TW,強信-KY,36.6,0.14,140,36.6,36.59,140,147.7,0.4,30.2,1.6,38,7,25
971	,4561.TW,健椿,27.15,-0.73,46,27.15,26.12,46,49.8,4.2,20.4,6.4,15,6,16
972	,4562.TW,穎漢,16.05,-1.23,51,16.05,16.13,51,49.4,-2.3,36,-3,0,9,14
973	,4563.TW,百德,59.8,-0.66,589,59.8,58.43,589,807.4,13.8,29,9.9,5,5,33
974	,4564.TW,元翎,25.2,-2.89,2239,25.2,26.47,2239,1099.6,-9.4,-6.4,-25.6,2,20,51
975	,4566.TW,時碩工業,55.9,-0.53,354,55.9,59.6,354,771,7.5,21.9,6.6,15,8,46
976	,4568.TW,科際精密,56.8,0.35,12,56.8,56.71,12,6.5,3,31.3,8.5,249,3,18
977	,4571.TW,鈞興-KY,72.8,1.53,51,72.8,73.09,51,18.6,9.8,30,13.6,56,5,39
978	,4572.TW,駐龍,196,1.55,1152,196,183.1,1152,1636.6,14.4,48.1,33.2,111,4,70
979	,4576.TW,大銀微系統,69.1,0.44,19,69.1,70.37,19,38.1,1.5,29.7,1.2,38,12,83
980	,4577.TW,達航科技,29.5,-1.01,48,29.5,29.86,48,30.9,6.5,29.4,11.6,14,5,14
981	,4580.TW,捷流閥業,98.4,-0.71,106,98.4,98.41,106,196.1,14.9,32.3,16.6,43,4,42
982	,4581.TW,光隆精密-KY,63.2,0.96,42,63.2,66.38,42,141.3,19.4,33.2,20.5,37,3,21
983	,4583.TW,台灣精銳,233,-1.48,64,233,242.4,64,128,11,56.3,34.8,126,8,187
984	,4584.TW,君帆,45.05,-0.22,14,45.05,45.87,14,14.8,6,29.9,8.6,14,3,13
985	,4609.TW,唐鋒,7.8,-0.64,7,7.8,7.92,7,5.9,-21.5,2,-83.5,2,5,4
986	,4702.TW,中美實,13.6,-1.09,80,13.6,13.82,80,72.4,0.8,8.8,0.4,50,7,10
987	,4706.TW,大恭,19.85,0.25,82,19.85,19.01,82,23.7,-3.4,8.4,-6.7,3911,8,16
988	,4707.TW,磐亞,13.15,0.77,569,13.15,13.06,569,401.9,3.4,-1.3,-8.4,13,35,46
989	,4711.TW,永純,15.7,-0.95,83,15.7,16.13,83,57,6.8,18.9,9.7,-21,6,10
990	,4712.TW,南璋,3.31,-7.02,63,3.31,3.78,63,21.3,-111.4,0,0,-76,7,2
991	,4714.TW,永捷,13.3,-1.85,851,13.3,13.13,851,1472.7,3.2,21.9,-1.8,-7,14,19
992	,4716.TW,大立,13.25,-0.75,103,13.25,13.54,103,117.2,-4.8,10.4,-7.1,-0,8,11
993	,4720.TW,德淵,14.05,-1.4,324,14.05,14.56,324,271.2,-0.9,19,0.7,3,10,15
994	,4721.TW,美琪瑪,84,-3.67,672,84,89.8,672,441.9,-19.4,4.9,-0.3,37,7,63
995	,4722.TW,國精化,35.65,-0.97,138,35.65,36.03,138,132.7,0.3,13.1,-0.3,34,10,36
996	,4726.TW,永昕,42.2,-0.94,640,42.2,43.49,640,2632.9,-32.2,-75.3,-118.8,-23,21,87
997	,4728.TW,雙美,190,0,68,190,203.24,68,121.1,36.9,86.2,58.4,579,5,103
998	,4729.TW,熒茂,16.25,-1.22,81,16.25,16.64,81,52.1,4.8,19.3,1.7,5,8,13
999	,4735.TW,豪展,37.75,0.13,8,37.75,37.67,8,20.3,10.7,32.4,7.7,88,4,14
1000	,4736.TW,泰博,180.5,-1.9,681,180.5,184.72,681,297.7,17.4,47.3,26.8,314,10,172
1001	,4737.TW,華廣,73.3,0,32,73.3,74.37,32,48.6,-1,41.6,-1.7,4,6,45
1002	,4739.TW,康普,76.7,-3.76,1032,76.7,82.6,1032,538.9,0.9,3,-0.3,16,11,82
1003	,4741.TW,泓瀚,38.5,-2.9,150,38.5,39.88,150,319.4,5.7,28.1,9.1,46,3,13
1004	,4743.TW,合一,184,0,2161,184,198.18,2161,2057.7,-7.2,47.9,-1128.9,99,45,834
1005	,4744.TW,皇將,31.7,-3.5,1340,31.7,33.28,1340,1049.4,-25.8,40.2,-61.2,8,5,17
1006	,4745.TW,合富-KY,26.15,0.19,33,26.15,26.53,33,43,3.7,20.5,4.4,17,8,20
1007	,4746.TW,台耀,95.3,0.32,5655,95.3,99.54,5655,14880.6,-3.5,44.2,14.4,18,12,115
1008	,4747.TW,強生,106.5,3.4,1400,106.5,106.45,1400,1094,10.1,41,19,78,4,43
1009	,4754.TW,國碳科,48.7,-7.77,326,48.7,50.47,326,139.1,14.6,35.3,13.8,29,3,13
1010	,4755.TW,三福化,141,-1.4,474,141,148.9,474,1348.8,10.1,18.5,8.8,57,10,142
1011	,4760.TW,勤凱,70.6,-0.56,66,70.6,71.05,66,48.6,22.9,22.7,14,22,3,22
1012	,4763.TW,材料-KY,833,-7.34,5701,833,839.05,5701,4465.2,53,54.3,41.2,42,8,626
1013	,4764.TW,雙鍵,46.45,-0.21,5,46.45,46.76,5,8.8,-3.2,12,-6.6,13,9,40
1014	,4766.TW,南寶,182.5,0.83,78,182.5,176.57,78,151,19.6,28.4,11.1,29,12,220
1015	,4767.TW,誠泰科技,26.25,1.74,10,26.25,26.63,10,18.7,-0.5,15.6,0.7,23,3,8
1016	,4768.TW,晶呈科技,176.5,-0.56,656,176.5,206.3,656,1212.5,14.8,43.1,26.3,82,4,68
1017	,4770.TW,上品,305,-0.65,198,305,307.82,198,384.6,33,46.3,37.3,583,8,243
1018	,4804.TW,大略-KY,4.9,0.41,31,4.9,4.96,31,48.9,-74.8,36.3,-39.3,-8,5,2
1019	,4807.TW,日成-KY,18.85,-0.53,5,18.85,18.58,5,63,-33.8,-10.8,-39.3,14,4,7
1020	,4903.TW,聯光通,17.2,1.18,49,17.2,18.06,49,68.9,-7,10.1,-7.7,-17,10,18
1021	,4904.TW,遠傳,71.5,0.99,4046,71.5,71.2,4046,3926.9,16.9,31.2,15.2,20,326,2330
1022	,4905.TW,台聯電,77.8,3.87,57,77.8,76.72,57,18.6,9.3,34.8,-50,-1095,3,23
1023	,4906.TW,正文,33.55,1.21,28195,33.55,32.24,28195,10949.9,9.1,12.4,4,12,39,132
1024	,4907.TW,富宇,36.95,0.54,29,36.95,35.21,29,60.5,-2.1,44,-29,4,12,44
1025	,4908.TW,前鼎,52.2,-4.57,1089,52.2,54.88,1089,3760.7,7.8,44,21.3,11069,8,41
1026	,4909.TW,新復興,19.6,-1.26,131,19.6,19.34,131,278.9,-0.6,5.5,-7.3,-208,9,18
1027	,4911.TW,德英,65.3,-0.76,176,65.3,70.53,176,99.3,9.4,80.2,45.4,0,6,36
1028	,4912.TW,聯德控股-KY,85.6,-3.39,217,85.6,84.3,217,173.4,-0,24.6,2.7,15,6,53
1029	,4915.TW,致伸,63.9,0.47,2086,63.9,64.12,2086,4111.7,16.8,15.9,5,14,46,294
1030	,4916.TW,事欣科,40.35,-1.94,1722,40.35,40.61,1722,3468.5,6.6,11.4,4.9,3,9,36
1031	,4919.TW,新唐,127.5,-1.92,2916,127.5,131.24,2916,7250,11.6,40.5,5.1,146,42,535
1032	,4923.TW,力士,39.95,5.13,264,39.95,39.81,264,104.6,-1.4,22.3,-8.6,353,3,14
1033	,4924.TW,欣厚-KY,13,2.77,30,13,12.76,30,20.2,-6.2,20.4,-5.6,6,4,5
1034	,4927.TW,泰鼎-KY,61.6,-0.81,499,61.6,61.59,499,840.4,-4.9,11.8,-1.2,7,19,117
1035	,4930.TW,燦星網,26.2,-0.19,54,26.2,26.09,54,208.6,3.8,17.6,4,6,8,21
1036	,4931.TW,新盛力,36.05,0.7,707,36.05,39.15,707,1289,16.9,20.3,10,91,6,23
1037	,4933.TW,友輝,40.1,2.82,622,40.1,35.26,622,471.8,1.2,21.2,1.8,92,8,32
1038	,4934.TW,太極,36.25,2.11,5123,36.25,36.11,5123,3788.3,2.6,14.4,-0.6,-1,23,82
1039	,4935.TW,茂林-KY,52.7,3.74,463,52.7,51.61,463,132.2,-4.8,6,-9.4,65,13,68
1040	,4938.TW,和碩,78.4,1.16,10666,78.4,77.41,10666,10134.1,6.4,3.3,0.9,15,267,2091
1041	,4939.TW,亞電,17.05,-0.58,165,17.05,17.29,165,363.5,-0.4,22.1,6,4,10,17
1042	,4942.TW,嘉彰,41.8,0.84,355,41.8,39.26,355,400.9,9.8,25.2,14,245,14,60
1043	,4943.TW,康控-KY,14.35,-1.37,20,14.35,14.66,20,23.2,51.3,-5.2,-34.2,-14,9,12
1044	,4944.TW,兆遠,9.56,-1.24,25,9.56,9.78,25,43.3,-271.6,-58.3,-131,-7,4,4
1045	,4945.TW,陞達科技,59.8,-1.16,157,59.8,63.95,157,682.7,1,41.2,-2.3,544,3,18
1046	,4946.TW,辣椒,24.4,0.41,26,24.4,24.27,26,29.3,-224.4,-65.4,-259.8,-73,2,4
1047	,4950.TW,牧東,10.15,-6.88,786,10.15,12.87,786,325.8,-30.8,-27.3,-154.3,-44,5,5
1048	,4951.TW,精拓科,66.4,-3.63,205,66.4,71.14,205,116.7,11.4,71.8,25,1022,3,23
1049	,4952.TW,凌通,49.6,-0.1,72,49.6,49.44,72,158.6,11.6,38.9,10.8,444,11,54
1050	,4953.TW,緯軟,133.5,-3.61,2428,133.5,142.97,2428,6887.5,18.8,20.6,7,94,7,97
1051	,4956.TW,光鋐,15.45,-0.64,80,15.45,15.64,80,160.8,-5,3.5,-11.6,-7,10,16
1052	,4958.TW,臻鼎-KY,105,-0.47,1837,105,105.47,1837,2255.9,2.6,16.1,3.9,27,95,994
1053	,4960.TW,誠美材,11.9,-2.06,4168,11.9,12,4168,4424.2,-7.4,5.3,-3.3,6,57,68
1054	,4961.TW,天鈺,138.5,-2.12,2634,138.5,139.22,2634,3663.5,12.5,32,14.3,171,19,258
1055	,4966.TW,譜瑞-KY,839,-3.45,855,839,903.95,855,890,7.8,44,11.9,0,8,681
1056	,4967.TW,十銓,60.8,1.33,2979,60.8,61.69,2979,3428.9,7,4.1,0.2,3,7,44
1057	,4968.TW,立積,159.5,-1.85,1430,159.5,166.75,1430,2521.4,-9.6,24.1,-12.8,14,9,144
1058	,4971.TW,IET-KY,57.5,2.68,91,57.5,56.45,91,83.4,0.1,24.9,-0.9,1099,4,21
1059	,4972.TW,湯石照明,28.4,0.18,29,28.4,28.39,29,31.4,-2.6,32.2,1.1,359,4,11
1060	,4973.TW,廣穎,29.7,-0.5,637,29.7,31.02,637,2147.3,2,19,0.4,33,6,19
1061	,4974.TW,亞泰,67.6,-0.29,141,67.6,66.04,141,316.3,22.1,17.9,12.8,2949,7,49
1062	,4976.TW,佳凌,41.5,-1.31,391,41.5,42.98,391,407.1,-6.7,-15.4,-29.8,-29,14,58
1063	,4977.TW,眾達-KY,79.1,-4.7,3366,79.1,84.29,3366,3168.9,20.9,28,20.9,54,8,63
1064	,4979.TW,華星光,148,0,1416,148,165.55,1416,17324.2,21.3,19.1,13.9,39,13,196
1065	,4987.TW,科誠,61.3,-0.33,4,61.3,60.48,4,20.1,13,42,14.4,773,3,20
1066	,4989.TW,榮科,29.6,-1.17,206,29.6,28.83,206,2205.7,0.4,4.7,0.2,109,14,41
1067	,4991.TW,環宇-KY,33.5,1.52,7,33.5,33.8,7,27.5,-33,12.8,-32.7,-78,11,37
1068	,4994.TW,傳奇,43.1,-0.23,102,43.1,45.04,102,182.9,14.9,57.3,9.2,14,11,48
1069	,4995.TW,晶達,46.7,-2.81,87,46.7,46.3,87,128,15.8,36.4,12.3,32,4,20
1070	,4999.TW,鑫禾,34.85,0,19,34.85,35.06,19,46.4,-6.8,12.8,-7.8,74,7,26
1071	,5007.TW,三星,57,-0.52,15,57,57.74,15,36.1,14.3,24.1,17.9,1676,29,168
1072	,5009.TW,榮剛,48.25,-1.33,15284,48.25,53.04,15284,12679.1,19,28,19.2,16,52,252
1073	,5011.TW,久陽,22.55,-1.1,162,22.55,23.12,162,156.2,5.8,7.8,3.2,21,10,23
1074	,5013.TW,強新,33.55,0.15,3,33.55,34.6,3,26.8,5.5,11.5,5.8,16,13,45
1075	,5014.TW,建錩,14,-1.75,367,14,14.22,367,551.9,-0.7,4.5,1.2,5,19,26
1076	,5015.TW,華祺,42.25,-0.82,116,42.25,42.6,116,117,14.7,19.8,8.8,60,6,26
1077	,5016.TW,松和,29.1,0,2,29.1,28.76,2,10.3,1.5,6.5,1.9,9,5,14
1078	,5201.TW,凱衛,33.45,-0.74,35,33.45,33.1,35,228.9,40.6,44.6,-4,65,3,10
1079	,5202.TW,力新,14.95,-1.97,157,14.95,15.66,157,81.9,-6.5,65,-68.5,-181,9,13
1080	,5203.TW,訊連,106,1.92,891,106,101.39,891,2615.3,5.3,85,8.9,2695,8,84
1081	,5205.TW,中茂,31,-1.27,5,31,34.17,5,4.9,-22,-45.6,-261.1,169,1,3
1082	,5206.TW,坤悅,20.5,-0.24,66,20.5,20.04,66,61.4,24.4,24.1,14.8,-19,16,32
1083	,5209.TW,新鼎,173,0.87,136,173,168.68,136,178.4,61.5,8.2,6.2,147,3,49
1084	,5210.TW,寶碩,16.35,-7.89,745,16.35,17.94,745,313.1,-15,73.4,-33.5,-2,6,10
1085	,5211.TW,蒙恬,22.7,-2.99,113,22.7,23.87,113,147.6,-101.5,74.8,-6.6,1987,3,7
1086	,5212.TW,凌網,43.35,-1.25,0,43.35,44.58,0,44.6,27.1,47.4,14.8,92,3,15
1087	,5213.TW,亞昕,25.6,-1.73,604,25.6,24.62,604,352.1,-2.1,37.5,-84.8,2,48,122
1088	,5215.TW,科嘉-KY,48.1,2.78,234,48.1,46.54,234,71,0.4,19.5,-0.5,134,6,31
1089	,5220.TW,萬達光電,28.95,0.17,11,28.95,28.71,11,24.5,6.3,25.1,8,32,4,11
1090	,5222.TW,全訊,167.5,-2.62,1262,167.5,174.55,1262,1361.4,28.2,55.5,39,130,7,114
1091	,5223.TW,安力-KY,40.2,0.25,33,40.2,39.45,33,47.2,-3.2,17.9,-3.3,14,4,18
1092	,5225.TW,東科-KY,43.15,0.35,495,43.15,44.75,495,843.2,12.4,13.9,4.3,11,7,29
1093	,5227.TW,立凱-KY,60.3,-2.58,141,60.3,62.19,141,192.1,-57.8,16.2,-24.8,-34,7,42
1094	,5228.TW,鈺鎧,23,-0.86,39,23,23.36,39,35,-6,8.4,-12.2,9,4,9
1095	,5230.TW,雷笛克光學,21.9,-0.45,180,21.9,22.7,180,108.5,-2.7,29,-2.1,-0,5,10
1096	,5234.TW,達興材料,122.5,-1.21,563,122.5,138.88,563,1609.4,13.9,32.3,11.9,96,10,126
1097	,5236.TW,凌陽創新,120.5,0.42,416,120.5,116.85,416,1284.3,10.7,54.5,22.1,2546,6,70
1098	,5243.TW,乙盛-KY,67.7,-1.17,2020,67.7,72.16,2020,1644.9,9.2,20.9,8.7,28,17,114
1099	,5244.TW,弘凱,31.05,0.32,74,31.05,31.8,74,77.7,7.8,47.2,17.9,144,7,21
1100	,5245.TW,智晶,42.55,-1.96,23,42.55,42.49,23,47.7,1.2,22.7,-0.6,52,4,19
1101	,5251.TW,天鉞電,19.15,-0.52,72,19.15,19.16,72,160.7,-17,32.6,-51.4,-19,4,7
1102	,5258.TW,虹堡,125,1.63,5667,125,129.63,5667,7662.4,29.6,34.4,15.8,43,10,124
1103	,5263.TW,智崴,121.5,-1.22,143,121.5,124.85,143,112.9,-1.2,49.8,-18.4,-3,6,78
1104	,5269.TW,祥碩,954,1.27,291,954,962.54,291,709,10.2,52.7,23,328,7,662
1105	,5272.TW,笙科,26.05,0.19,58,26.05,26.76,58,89.1,-4.5,46.5,-25.2,25,6,14
1106	,5274.TW,信驊,2280,5.8,553,2280,2382.75,553,603.8,20,64.2,31.3,682,4,862
1107	,5276.TW,達輝-KY,16.7,0.3,3,16.7,16.73,3,5.1,-0.7,15.8,3.5,29,4,7
1108	,5278.TW,尚凡,176,0.28,0,176,177.45,0,8.4,62.7,53.6,20.2,93,2,39
1109	,5281.TW,大峽谷-KY,16,1.91,6,16,16.07,6,20.2,-3.6,26.4,-10.8,-39,4,6
1110	,5283.TW,禾聯碩,115,0.88,62,115,113.8,62,76.8,6.7,34.5,6.2,550,7,84
1111	,5284.TW,jpp-KY,139,0.72,1892,139,127.85,1892,2354,22.5,41.8,26.2,17,5,67
1112	,5285.TW,界霖,81.5,0.74,723,81.5,79.28,723,1109.4,13.6,14.1,4.6,18,10,83
1113	,5287.TW,數字,207,-0.24,58,207,206.35,58,39.7,35.6,71.3,39.3,445,5,105
1114	,5288.TW,豐祥-KY,184.5,2.22,88,184.5,180.43,88,97.5,20.3,19,13.5,23,7,122
1115	,5289.TW,宜鼎,271,-1.45,1272,271,302.48,1272,1867,13,33,13.7,304,9,235
1116	,5291.TW,邑昇,28.9,-0.17,215,28.9,29.01,215,78.7,4.5,22.5,6.2,175,4,12
1117	,5299.TW,杰力,112,-1.75,258,112,119.01,258,251.8,14.3,32.7,19.3,4082,5,57
1118	,5301.TW,寶得利,14.8,0,105,14.8,15.15,105,283.9,-10.1,27.5,-56.9,-14,13,20
1119	,5302.TW,太欣,9.79,-0.31,83,9.79,10.11,83,201,-3.8,75.1,-708.1,-8,16,16
1120	,5306.TW,桂盟,145,-1.69,251,145,153.72,251,192.1,13,42,23.8,101,13,183
1121	,5309.TW,系統電,37.1,0,1579,37.1,37.96,1579,1115.2,9.9,24.9,4.4,41,20,68
1122	,5310.TW,天剛,27.8,0.54,50,27.8,27.64,50,37.5,64.7,5.7,-572,-23,3,8
1123	,5312.TW,寶島科,86.3,0.82,150,86.3,85.92,150,193.3,17.4,62.2,10.9,8,6,52
1124	,5314.TW,世紀,27.35,-3.36,81,27.35,25.7,81,64.6,-15.6,0.3,-149.5,-3,1,4
1125	,5315.TW,光聯,18.8,-0.79,160,18.8,19.51,160,343.7,8.7,19.3,10.1,837,11,20
1126	,5321.TW,美而快,81.1,-0.12,44,81.1,84.16,44,108.5,20.9,35.5,5.9,12,4,33
1127	,5324.TW,士開,10,0.1,337,10,10.27,337,415,-12.5,42.2,-22.8,-2,23,23
1128	,5328.TW,華容,14.55,-1.69,402,14.55,15.28,402,1372.4,3.1,24.1,7.7,25,17,25
1129	,5340.TW,建榮,59.5,-1.65,2308,59.5,55.7,2308,6409.8,0.5,9.8,1.6,653,19,116
1130	,5344.TW,立衛,17.1,1.79,49,17.1,16.76,49,89.7,-1.2,9.4,-7.4,-14,8,14
1131	,5345.TW,天揚,5,-3.66,7,5,5.19,7,3.8,-8.2,98,-460.4,-289,6,3
1132	,5347.TW,世界,74.3,-0.4,3117,74.3,77.83,3117,5694,18.2,30,18.3,106,164,1218
1133	,5348.TW,系通,14.5,-0.68,93,14.5,14.43,93,33.5,7.2,21.8,8.8,47,3,4
1134	,5351.TW,鈺創,40.9,-1.68,1850,40.9,42.28,1850,5283.8,-23.7,2.3,-45.2,4,28,116
1135	,5353.TW,台林,35.8,-2.72,568,35.8,37.39,568,766.1,15.8,26.6,11.1,546,8,27
1136	,5355.TW,佳總,7.23,-2.43,51,7.23,7.41,51,84.1,-6.3,0.8,-13.3,-46,17,12
1137	,5356.TW,協益,27.35,-2.5,284,27.35,29.47,284,292.9,6.9,6.6,-0.8,-3,10,28
1138	,5364.TW,力麗店,27.2,0.37,10,27.2,27.91,10,17.1,-27.9,-7,-18.4,-2,3,8
1139	,5371.TW,中光電,77,0.79,5933,77,73.04,5933,7030.3,6,20.9,2,9,39,301
1140	,5381.TW,合正,18.85,0.53,494,18.85,20.71,494,395.2,1.1,20.3,6.9,14,21,40
1141	,5383.TW,金利,30.6,0,6,30.6,31.68,6,33.1,-8.5,11.2,-1.6,9,8,24
1142	,5386.TW,青雲,59.9,-4.77,1414,59.9,59.59,1414,3008.1,0,0,0,10,3,17
1143	,5388.TW,中磊,114,1.79,4139,114,113.3,4139,11834.5,22,14.6,4.5,14,26,295
1144	,5392.TW,能率,24.35,0.41,727,24.35,24.25,727,1519.3,-3,12.3,-5.2,3,17,41
1145	,5398.TW,慕康生醫,13.6,0.74,2,13.6,13.59,2,45.8,-10.6,12.3,-27.8,-12,5,7
1146	,5403.TW,中菲,102.5,-0.97,356,102.5,99.77,356,248.3,20.9,39.9,23,2379,7,76
1147	,5410.TW,國眾,32.55,-1.21,233,32.55,32.53,233,1488.6,7.9,18.8,4.3,109,9,29
1148	,5425.TW,台半,83.4,-2.68,11872,83.4,90.74,11872,6036.5,13.2,31,13.5,76,26,220
1149	,5426.TW,振發,13.9,-1.77,444,13.9,15.29,444,1039.8,0,13,0.9,70,14,20
1150	,5432.TW,新門,48.8,-3.75,538,48.8,41.98,538,770.2,3.9,20.2,7.7,3635,2,10
1151	,5434.TW,崇越,176.5,-0.28,240,176.5,180.53,240,393.5,21.4,13.1,6.1,81,19,333
1152	,5438.TW,東友,19.55,3.99,7,19.55,20.13,7,17.8,-7.2,7.2,-20.3,14,11,22
1153	,5439.TW,高技,111.5,1.83,6244,111.5,106.28,6244,5448.7,18.6,20.7,14.7,88,9,104
1154	,5443.TW,均豪,34,-1.59,2054,34,33.36,2054,4902.3,5.3,30.2,8.1,25,17,56
1155	,5450.TW,南良,18.8,-0.53,42,18.8,19.17,42,48.4,0.4,26.8,2.2,7,12,23
1156	,5452.TW,佶優,25.3,-1.94,5053,25.3,23.02,5053,8406.6,1.6,8.9,1.7,6,15,38
1157	,5455.TW,昇益,27.05,0.19,1,27.05,27.95,1,2.9,-5.5,87.4,-1132.5,16,7,18
1158	,5457.TW,宣德,52.5,-0.19,759,52.5,53.66,759,884.1,-3.7,14.3,2.1,26,17,90
1159	,5460.TW,同協,12.85,-0.39,90,12.85,13.49,90,94.8,-4.4,15.5,-11.9,-179,6,8
1160	,5464.TW,霖宏,28.1,-3.1,196,28.1,29.63,196,117.8,2,14.7,-1.2,12,7,20
1161	,5465.TW,富驊,48,0.21,2718,48,50.96,2718,2353.5,12,14,7.6,215,15,71
1162	,5468.TW,凱鈺,17.25,-1.43,37,17.25,17.44,37,31.5,-7.3,27.5,-24.8,-0,4,6
1163	,5469.TW,瀚宇博,50.8,1.7,9022,50.8,48.58,9022,4579.2,9.3,23.4,15.1,29,53,268
1164	,5471.TW,松翰,45.1,-1.1,281,45.1,46.66,281,318.5,1,39.9,0.9,0,17,76
1165	,5474.TW,聰泰,128,0.39,624,128,144.54,624,1598.5,9.7,49.7,17.6,1027,4,52
1166	,5475.TW,德宏,13.25,-1.12,207,13.25,13.39,207,978.6,-16.6,-9.7,-32.9,-18,13,17
1167	,5478.TW,智冠,98.3,-0.1,262,98.3,99,262,417.5,13.8,53.7,17.7,1087,13,125
1168	,5481.TW,新華,13.8,-0.72,255,13.8,13.27,255,359.9,-2.6,57.7,-19.5,-1,7,10
1169	,5483.TW,中美晶,160,-0.93,4891,160,170.59,4891,6617.7,0,0,0,40,59,938
1170	,5484.TW,慧友,25.45,0.39,230,25.45,28.21,230,464.6,7.4,29.4,-7.1,-22,7,17
1171	,5487.TW,通泰,26.9,-2,8,26.9,26.58,8,13.6,-2.9,34.5,-12,122,2,6
1172	,5488.TW,松普,12.6,-1.56,446,12.6,12.38,446,832.1,-0.6,13.3,2.5,4,9,12
1173	,5489.TW,彩富,38.65,-0.77,33,38.65,38.91,33,266.4,5.4,36.6,10.5,58,10,40
1174	,5490.TW,同亨,22.15,-0.89,71,22.15,22.68,71,81.7,-17.9,26.1,-40.6,-175,10,21
1175	,5493.TW,三聯,49.9,0.3,12,49.9,50.09,12,23.9,14.6,14.5,5.6,46,4,21
1176	,5498.TW,凱崴,11.5,-2.13,644,11.5,11.81,644,647.8,32.1,-24.5,-63.9,2,19,22
1177	,5508.TW,永信建,72.5,-1.63,215,72.5,73.65,215,411.7,48.5,47.3,41.5,2788,22,158
1178	,5511.TW,德昌,82.7,0.12,136,82.7,78.5,136,913.8,29,22,17.9,52,11,94
1179	,5512.TW,力麒,9.5,-0.52,920,9.5,9.62,920,1243.5,-0.9,11.8,3.3,1,74,71
1180	,5514.TW,三豐,20.25,0.5,5,20.25,20.32,5,7.7,-1.6,87.4,-543,-20,22,44
1181	,5515.TW,建國,14.25,-1.04,148,14.25,13.73,148,622.2,6.6,10.1,3.4,19,25,36
1182	,5516.TW,雙喜,32.5,-0.15,35,32.5,31.11,35,82.3,15.2,11.2,9.2,5,5,15
1183	,5519.TW,隆大,22.45,1.35,381,22.45,22.34,381,270.3,15.4,33.8,24.6,559,22,49
1184	,5520.TW,力泰,63.8,2.9,25,63.8,61.56,25,18,19,17.9,14.5,1633,6,38
1185	,5521.TW,工信,7.12,-0.28,133,7.12,7.25,133,359.2,-6.3,4.2,-7.9,7,49,35
1186	,5522.TW,遠雄,57.6,0.35,118,57.6,57.92,118,320.6,0,0,0,29,78,450
1187	,5523.TW,豐謙,25,0,195,25,24.98,195,63.5,32.9,24.6,20.4,27582,16,39
1188	,5525.TW,順天,25.9,0,154,25.9,26.15,154,110.5,-0.5,24.9,-0.4,16,26,69
1189	,5529.TW,鉅陞,11.15,0.45,53,11.15,11.27,53,57.8,-9,65,-68.6,-2,12,14
1190	,5530.TW,龍巖,36.35,-0.41,155,36.35,36.56,155,388.3,4.8,64.1,31.8,239,42,153
1191	,5531.TW,鄉林,10.15,1,280,10.15,10.12,280,644.2,10.2,25.9,13.6,-2,98,99
1192	,5533.TW,皇鼎,18.3,0,63,18.3,18.2,63,196.9,16.3,32.7,29,319,29,52
1193	,5534.TW,長虹,80.5,0,307,80.5,79.65,307,299.4,2.9,36.5,26,302,29,234
1194	,5536.TW,聖暉*,152.5,-0.33,213,152.5,151.32,213,262.6,21.6,19.8,12.8,104,6,187
1195	,5538.TW,東明-KY,35,1.3,9,35,35.59,9,18.4,1.2,6.3,0.7,8,20,70
1196	,5543.TW,桓鼎-KY,46.55,0,2,46.55,48.6,2,4.3,-16.8,10.6,-2.9,2,4,18
1197	,5546.TW,永固-KY,37.45,1.22,5,37.45,37.22,5,17.2,-42.7,6.3,-47.2,2,8,31
1198	,5601.TW,台聯櫃,35.2,0,11,35.2,36.41,11,10.8,0,0,0,146,6,23
1199	,5603.TW,陸海,20.9,-1.18,281,20.9,20.62,281,199.5,7.9,13.5,3.9,51,10,22
1200	,5604.TW,中連,47.65,-0.52,5,47.65,48.19,5,9.8,4.2,81.4,67.9,227,11,52
1201	,5607.TW,遠雄港,62.1,-2.05,1208,62.1,65.19,1208,1182.6,9.8,56.4,41,12,30,187
1202	,5608.TW,四維航,18.85,-0.79,1550,18.85,19.77,1550,2675.2,-8.4,-4.5,-12.8,7,39,73
1203	,5609.TW,中菲行,74.6,-1.45,158,74.6,72.94,158,272.7,19,17,5,168,14,107
1204	,5701.TW,劍湖山,7.74,-1.02,53,7.74,8.01,53,107.6,-7.6,47.9,-1.8,-1,14,11
1205	,5703.TW,亞都,24.5,-2.2,59,24.5,25.67,59,133.2,8.6,39,11.5,-23,7,17
1206	,5704.TW,老爺知,59.6,0.85,804,59.6,64.49,804,641.3,25.9,53.1,27.5,3951,4,23
1207	,5706.TW,鳳凰,78.7,-0.88,1791,78.7,82.25,1791,3719.5,20.1,16.1,8.2,-2,7,58
