符合條件商品
資料日期：2023年  8月  9日
策略,	基金財務輸出CSV
序號,	代碼,	商品,	成交,	漲幅%,	總量,	CLOSE,	C_MA20,	VOL,	VOL_MA10,	ROE4,	毛利率,	營益率,	利息倍數,	股本,	市值
執行時間：2023-08-09 19:11 符合檔數(1770)
474	,2617.TW,台航,26.85,-1.47,1496,26.85,27.78,1496,1101.3,4.3,39.2,33.2,14,42,112
475	,2618.TW,長榮航,36.15,0.98,74804,36.15,37.09,74804,64570.6,19.5,20.8,14.1,4,537,1939
476	,2630.TW,亞航,35.35,-1.53,4545,35.35,44.09,4545,5827.6,0.6,6,0.9,2,21,74
477	,2633.TW,台灣高鐵,29.9,-0.17,2111,29.9,30.16,2111,3320.9,12.4,45.9,42.9,2,563,786
478	,2634.TW,漢翔,58.3,0.87,16619,58.3,55.26,16619,14249.8,18.5,12.4,8.8,13,94,549
479	,2636.TW,台驊投控,75.8,-0.92,561,75.8,71.3,561,640.2,24.8,19.8,8,72,14,109
480	,2637.TW,慧洋-KY,45.45,-2.15,3285,45.45,46.05,3285,4409.4,-1.2,10.9,9.7,9,76,339
481	,2640.TW,大車隊,112.5,2.27,94,112.5,115.83,94,97.1,24.2,47.2,20.2,60,6,67
482	,2641.TW,正德,16.25,-0.91,508,16.25,16.39,508,916.7,5.9,44.2,35.2,22,24,39
483	,2642.TW,宅配通,41.5,0.24,40,41.5,41.27,40,63.1,0.3,11.6,0.7,12,10,40
484	,2643.TW,捷迅,69.5,-0.43,38,69.5,69.08,38,49.7,15.6,16.3,10.9,159,3,21
485	,2701.TW,萬企,12.9,0.39,263,12.9,13.18,263,473.5,1.2,64.6,55,0,45,58
486	,2702.TW,華園,22.8,-0.22,328,22.8,23.5,328,384.8,-4.9,79.1,-1.4,5,15,34
487	,2704.TW,國賓,51.4,1.18,93,51.4,51.36,93,125.3,5.5,36.3,1.6,23,37,189
488	,2705.TW,六福,19.15,-0.78,1029,19.15,20.36,1029,1512.4,-4.1,33.1,-0.8,-1,19,36
489	,2706.TW,第一店,15.6,-0.32,223,15.6,16.03,223,514.5,1.3,66.5,59.9,389,50,78
490	,2707.TW,晶華,240.5,-1.03,415,240.5,250.9,415,544.5,35.9,37.5,28.3,22,13,306
491	,2712.TW,遠雄來,35.4,-0.28,35,35.4,36.79,35,58.9,4.6,31.8,10,15,11,37
492	,2718.TW,晶悅,48.55,3.85,48,48.55,46.45,48,21.8,61.4,46.6,37.3,-36,9,43
493	,2719.TW,燦星旅,73.7,-0.41,140,73.7,74.79,140,618.8,-4.8,8.2,-6.4,-15,7,51
494	,2722.TW,夏都,62.3,-1.74,453,62.3,69.41,453,821.3,5.2,42.3,9.4,22,12,74
495	,2723.TW,美食-KY,118.5,0.85,964,118.5,122.97,964,648.7,8.7,58.8,6.4,5,18,213
496	,2724.TW,富驛-KY,14.5,0,0,14.5,14.37,0,3.1,-2.8,36.6,-71.9,-2,6,9
497	,2726.TW,雅茗-KY,26.25,-0.76,39,26.25,26.81,39,74.1,-15.8,55.9,-2.2,-22,4,9
498	,2727.TW,王品,300,-0.83,439,300,296.5,439,1240.4,36.5,47.7,7.9,3,8,231
499	,2729.TW,瓦城,316,3.44,642,316,294,642,360.1,26.3,53,12.7,7,3,99
500	,2731.TW,雄獅,159.5,-3.63,2318,159.5,161.05,2318,3276.3,19.6,17.7,3.1,-17,9,149
501	,2732.TW,六角,136,-1.09,350,136,143.6,350,421.6,15.6,47.3,10.4,22,5,63
502	,2734.TW,易飛網,51.3,-2.29,389,51.3,52.09,389,1022.9,6.6,13.6,-0.4,-11,4,22
503	,2736.TW,富野,35.55,-2.47,655,35.55,38.32,655,1631.6,12.6,61.1,16,2,5,17
504	,2739.TW,寒舍,48.25,-2.72,532,48.25,52.25,532,349.5,43.1,38.3,12,-1,9,44
505	,2740.TW,天蔥,37.4,-0.13,3,37.4,39.59,3,1.3,-19.1,43.5,-24.1,-71,2,9
506	,2743.TW,山富,138,-6.12,2779,138,134.32,2779,2419.5,50.4,16.8,9.2,-22,4,50
507	,2745.TW,五福,87,-4.29,1408,87,86.98,1408,932,65.4,10.9,4.7,-303,3,29
508	,2748.TW,雲品,83,0.61,1589,83,84.56,1589,6227.4,5.8,27,6,8,10,85
509	,2752.TW,豆府,266,0.95,5,266,261.5,5,3.6,42.7,54.3,17.3,56,3,70
510	,2753.TW,八方雲集,162.5,0.93,169,162.5,167.22,169,455.7,15.9,35.5,9.6,30,7,108
511	,2754.TW,亞洲藏壽司,167.5,0,91,167.5,172.75,91,163.6,22.5,41.5,9.8,9,5,78
512	,2755.TW,揚秦,118.5,-5.2,173,118.5,133.45,173,48.6,17.4,26.7,7.2,41,3,36
513	,2756.TW,聯發國際,123,3.8,34,123,118.85,34,33.7,16.1,59.4,18.6,93,2,25
514	,2801.TW,彰銀,18.75,0.54,30063,18.75,18.7,30063,20368.8,8,0,0,0,1059,1986
515	,2809.TW,京城銀,36.5,-0.54,850,36.5,36.22,850,1529,7.8,0,0,0,111,406
516	,2812.TW,台中銀,14.85,0.34,2671,14.85,14.88,2671,4318.8,8.4,0,0,0,523,776
517	,2816.TW,旺旺保,20.85,-0.71,919,20.85,19.88,919,961.2,16.1,30.6,8.3,-169,22,47
518	,2820.TW,華票,14.65,0,625,14.65,14.71,625,902.3,9,0,0,0,134,197
519	,2832.TW,台產,23,0,124,23,22.95,124,276.1,9.5,39,17.4,0,36,83
520	,2834.TW,臺企銀,14.2,0.35,17773,14.2,14.26,17773,19761.2,13,0,0,0,803,1140
521	,2836.TW,高雄銀,12.25,0,167,12.25,12.17,167,796.3,5.1,0,0,0,123,151
522	,2838.TW,聯邦銀,15.55,1.3,883,15.55,15.52,883,1479,7.6,0,0,0,378,587
523	,2845.TW,遠東銀,11.65,0,1126,11.65,11.66,1126,5224.5,6.1,0,0,0,407,474
524	,2849.TW,安泰銀,14.35,0.35,22,14.35,14.64,22,42.5,-7.2,0,0,0,196,216
525	,2850.TW,新產,54,0.56,42,54,53.8,42,141.9,11.7,30.8,11.9,0,32,171
526	,2851.TW,中再保,23.95,1.05,863,23.95,23.18,863,2536.6,15.2,16.7,14.1,1114,80,192
527	,2852.TW,第一保,16.15,0.94,224,16.15,16,224,191.7,3.9,27.5,5.3,0,30,49
528	,2855.TW,統一證,20.35,-0.49,2148,20.35,19.62,2148,2628.6,6.1,82.6,20,6,146,296
529	,2867.TW,三商壽,5.2,-0.19,6378,5.2,5.26,6378,6501.5,-34.7,-9.5,-12.8,0,460,239
530	,2880.TW,華南金,22.3,0.9,6957,22.3,22.16,6957,8778.4,10.6,0,0,0,1364,3042
531	,2881.TW,富邦金,65.3,0.15,10005,65.3,63.9,10005,18631.5,8.6,0,0,0,1240,8094
532	,2882.TW,國泰金,46.45,-1.28,16762,46.45,45.34,16762,26655.4,4.4,0,0,0,1467,6814
533	,2883.TW,開發金,12.5,0.81,24871,12.5,12.42,24871,45593.3,6.4,0,0,0,1684,2105
534	,2884.TW,玉山金,25.9,1.17,12813,25.9,25.5,12813,22459.9,12,0,0,0,1566,4052
535	,2885.TW,元大金,25.15,0.2,15716,25.15,24.33,15716,20757.9,9,0,0,0,1250,3144
536	,2886.TW,兆豐金,39.95,0.63,32470,39.95,39.43,32470,20718.8,14,0,0,0,1394,5569
537	,2887.TW,台新金,18.3,0.83,7860,18.3,18.09,7860,20881.9,9.8,0,0,0,1248,2283
538	,2888.TW,新光金,9.71,0.1,40575,9.71,9.38,40575,97065,-16.5,0,0,0,1549,1504
539	,2889.TW,國票金,12,0.42,1375,12,11.89,1375,3930.6,6.5,0,0,0,345,414
540	,2890.TW,永豐金,17.85,0.59,56573,17.85,17.35,56573,30215.9,11.6,0,0,0,1238,2209
541	,2891.TW,中信金,24.8,0.81,59015,24.8,24.99,59015,49667.3,13.2,0,0,0,1958,4857
542	,2892.TW,第一金,29.15,1.04,26600,29.15,28.53,26600,19792.2,11.5,0,0,0,1322,3855
543	,2897.TW,王道銀行,9.9,0.2,1983,9.9,9.84,1983,5379.3,8.1,0,0,0,273,271
544	,2901.TW,欣欣,25.7,-0.39,13,25.7,25.71,13,17,2.5,83.7,15.4,158,7,19
545	,2903.TW,遠百,21.8,-0.23,424,21.8,22.11,424,1035.8,11.4,55.6,17.8,5,142,309
546	,2904.TW,匯僑,19.6,0.26,29,19.6,19.67,29,41.8,8.7,36.1,21,32,8,15
547	,2905.TW,三商,14.45,0,241,14.45,14.67,241,301.5,-28.6,16.3,9.6,-91,92,133
548	,2906.TW,高林,18.15,-2.68,1347,18.15,18.2,1347,952.8,3.9,28.1,4.3,12,21,38
549	,2908.TW,特力,20.2,0.25,426,20.2,20.15,426,364.9,9.6,26.6,3,2,51,103
550	,2910.TW,統領,29.3,-0.34,3,29.3,29.64,3,6.4,9.3,87.3,48.1,4,21,61
551	,2911.TW,麗嬰房,7.1,0,132,7.1,7.28,132,126.7,-28.3,40,-12.8,-7,19,13
552	,2912.TW,統一超,269,0.37,888,269,273.13,888,1331,27.4,33.7,4.5,13,104,2797
553	,2913.TW,農林,26,-2.44,27091,26,24.88,27091,76189,-2,28.5,-42.2,-13,79,184
554	,2915.TW,潤泰全,61.8,-0.64,4726,61.8,61.77,4726,2202.8,0.7,30.5,4.3,36,110,682
555	,2916.TW,滿心,48,-4.76,683,48,50.12,683,180.8,26.4,51,14.8,210,5,26
556	,2923.TW,鼎固-KY,23.15,0.43,4,23.15,24.22,4,27,3,52.4,46.5,5,174,403
557	,2924.TW,宏太-KY,29.15,0,0,29.15,29.01,0,0.7,-36.4,36.7,-102.3,16,3,10
558	,2926.TW,誠品生活,63.4,0.63,32,63.4,62.89,32,20.7,-12.9,34.2,-6.9,-0,5,30
559	,2929.TW,淘帝-KY,10.7,-0.47,253,10.7,10.93,253,311.2,-1.2,16.3,-1.6,70,11,12
560	,2937.TW,集雅社,30.6,0.66,8,30.6,31.56,8,17.5,12.2,26.3,3.4,28,4,12
561	,2939.TW,凱羿-KY,28.65,-0.17,25,28.65,29.12,25,20.9,-9.2,26.2,-29.9,17,5,13
562	,2945.TW,三商家購,41,0,5,41,41.12,5,17.4,1.4,25.9,0.5,4,7,28
563	,2947.TW,振宇五金,90,0,4,90,89.72,4,18.3,6.9,39.5,3.9,5,2,17
564	,3002.TW,歐格,13.2,0,23,13.2,13.88,23,137.4,3,21.9,2.3,41,10,13
565	,3003.TW,健和興,75,-1.96,735,75,78.48,735,1188.8,9,31.7,18.2,96,16,117
566	,3004.TW,豐達科,107.5,-1.38,2605,107.5,97.86,2605,3149.4,11.4,24.8,9.8,7,5,57
567	,3005.TW,神基,65.9,0,1322,65.9,67.64,1322,3386.5,15.4,25.3,9.5,68,61,400
568	,3006.TW,晶豪科,76.3,-0.26,1669,76.3,77.23,1669,3228.4,-3.8,0.1,-15.9,40,29,218
569	,3008.TW,大立光,2135,0.23,220,2135,2215.5,220,471.7,9.6,48.9,33.6,15740,13,2850
570	,3010.TW,華立,84.7,5.88,2098,84.7,81.22,2098,434.1,7.1,7.6,3,11,24,200
571	,3011.TW,今皓,32.4,-0.61,1047,32.4,32.18,1047,2493.3,-13.2,11.1,-15.9,11,11,37
572	,3013.TW,晟銘電,42.35,-0.35,14193,42.35,46.93,14193,17934.4,10.1,10.2,0.4,13,20,66
573	,3014.TW,聯陽,140,-2.78,5951,140,136.07,5951,8008,24.1,55.7,29.3,829,16,226
574	,3015.TW,全漢,49.4,-1.1,222,49.4,49.27,222,342.3,4.1,18,3.7,57,19,93
575	,3016.TW,嘉晶,64.2,-0.47,421,64.2,67.23,421,800.5,2.6,10.9,3.7,41,29,185
576	,3017.TW,奇鋐,349,-2.51,31882,349,323.3,31882,22733.9,24.2,19.7,11.4,25,38,1338
577	,3018.TW,隆銘綠能,10.8,-0.46,50,10.8,11.36,50,65.3,45.5,1.7,-11.6,-24,8,8
578	,3019.TW,亞光,66.6,-0.75,504,66.6,66.01,504,1295.4,11.8,18.8,5.8,538,28,186
579	,3021.TW,鴻名,24.1,2.99,3460,24.1,21.62,3460,1112.4,8,17.6,4.7,29,10,23
580	,3022.TW,威強電,82.4,-0.84,781,82.4,82.51,781,1688,14.4,36,16.3,360,18,146
581	,3023.TW,信邦,326,-0.91,658,326,342.38,658,1541.3,20.8,25.7,6.2,47,24,779
582	,3024.TW,憶聲,17.8,-1.93,4048,17.8,17.36,4048,4115.4,3.6,26.5,6,11,28,49
583	,3025.TW,星通,41.6,-1.42,3771,41.6,46.53,3771,7649.7,19.7,62.1,25.7,68,7,30
584	,3026.TW,禾伸堂,96.4,-0.31,114,96.4,96.97,114,160.9,13.8,19.8,9.3,46,17,160
585	,3027.TW,盛達,47.1,-0.11,1617,47.1,48.29,1617,3591.8,-2.8,27.5,-5,8,11,47
586	,3028.TW,增你強,31.3,0.64,347,31.3,30.89,347,513.8,8.6,8.1,3.4,4,23,69
587	,3029.TW,零壹,66.7,-2.49,3423,66.7,63.88,3423,14550.6,16.4,12.1,5.1,616,15,102
588	,3030.TW,德律,59.4,-0.83,611,59.4,60.21,611,398.1,11.6,57.2,21.2,1052,24,140
589	,3031.TW,佰鴻,17.45,-0.85,127,17.45,17.95,127,205,5.2,27.9,9.3,50,17,30
590	,3032.TW,偉訓,71.4,5,23511,71.4,66.7,23511,13598.9,13.3,21.2,9.6,30,11,74
591	,3033.TW,威健,29.25,0.34,1382,29.25,31.29,1382,6393.6,7.4,6.4,2.5,6,43,124
592	,3034.TW,聯詠,397,-4.91,11907,397,412.6,11907,4932.6,43.6,41.7,24.9,6067,61,2416
593	,3035.TW,智原,301,1.86,3427,301,318.02,3427,7111,16.4,43.6,14.4,481,25,748
594	,3036.TW,文曄,74,4.37,6287,74,69.05,6287,2063.4,6.8,3.6,1.7,5,89,656
595	,3037.TW,欣興,184,3.08,32276,184,187.2,32276,32831.1,10.3,20.2,9.3,90,153,2806
596	,3038.TW,全台,36.95,-4.89,5989,36.95,37.3,5989,5027.8,15.8,20.6,9.6,49,16,58
597	,3040.TW,遠見,30.2,0.5,24,30.2,30.24,24,34.2,2,70,45.4,0,6,19
598	,3041.TW,揚智,18.4,-0.27,489,18.4,18.61,489,839.6,-15.5,26.4,-25.9,72,19,36
599	,3042.TW,晶技,90.8,-2.37,2671,90.8,90.45,2671,2180.3,9.1,34.5,15,70,31,281
600	,3043.TW,科風,36.9,0.82,220,36.9,35.69,220,184.6,9.8,18.3,0.8,8,4,14
601	,3044.TW,健鼎,178.5,4.08,50702,178.5,142.78,50702,23737.4,9.4,17.1,9,35,53,938
602	,3045.TW,台灣大,93.8,0,3761,93.8,94.32,3761,3163.9,17.3,19.5,10,23,352,3301
603	,3046.TW,建碁,72,-2.7,903,72,73.03,903,1272.2,26.4,9.4,4.2,90,8,56
604	,3047.TW,訊舟,15.9,-2.15,3393,15.9,16.3,3393,2790.7,-5,24.5,-5.8,9,21,34
605	,3048.TW,益登,25.2,-0.79,191,25.2,25.57,191,291.9,-0.2,3.4,1.6,2,27,62
606	,3049.TW,和鑫,10.25,-1.44,2141,10.25,10.43,2141,5336.5,-4.7,-26.4,-40.5,1,81,83
607	,3050.TW,鈺德,15.15,0,152,15.15,15.29,152,205.9,4.8,36.9,9.8,4,15,22
608	,3051.TW,力特,25.3,-3.25,4187,25.3,23.53,4187,4291.3,-2.1,14.8,0.1,10,17,43
609	,3052.TW,夆典,13.4,-1.11,734,13.4,13.05,734,1216.5,6.4,13.9,8.6,18,23,30
610	,3054.TW,立萬利,20.05,0.25,25,20.05,19.58,25,28.3,-4.6,54,-97.2,-383,8,17
611	,3055.TW,蔚華科,42.85,-4.03,4872,42.85,40.16,4872,5970.5,14.8,6.9,-22.5,13,12,44
612	,3056.TW,總太,52.4,0.38,3462,52.4,49.2,3462,10259.5,11.3,44.5,30.9,150,24,127
613	,3057.TW,喬鼎,13.5,2.27,187,13.5,13.99,187,699.7,-8.2,40.1,-11,2,9,11
614	,3058.TW,立德,21.1,-1.4,1763,21.1,22.97,1763,1263.1,2.4,13.6,-3.3,-2,16,33
615	,3059.TW,華晶科,34.1,0.29,704,34.1,34.22,704,4490.4,4.3,25.4,4.3,17,28,95
616	,3060.TW,銘異,19.25,-0.26,474,19.25,20.3,474,689.9,-17.2,-0.9,-22.9,5,14,26
617	,3062.TW,建漢,20.65,-0.48,666,20.65,21.05,666,1636.2,-9.8,0.6,-12.8,-10,33,68
618	,3064.TW,泰偉,13.5,3.05,3,13.5,14.25,3,5.7,-4.2,89.2,-68.2,-10,4,6
619	,3066.TW,李洲,18.1,-1.36,20,18.1,19.16,20,31.8,-23.5,-65.2,-118.3,20,8,15
620	,3067.TW,全域,40.25,-2.78,44,40.25,38.7,44,35.1,2.1,33.8,6.7,-6,2,8
621	,3071.TW,協禧,38.85,-2.39,2149,38.85,41.86,2149,4740.1,2,29,2.7,33,11,43
622	,3073.TW,天方能源,34.6,-1.7,9,34.6,35.59,9,19.9,0.7,38.1,61.9,3,3,11
623	,3078.TW,僑威,85.4,1.55,23202,85.4,79.62,23202,13735.5,18.7,24.3,16.1,58,23,194
624	,3081.TW,聯亞,100.5,-1.47,758,100.5,104.42,758,3526.2,-4.1,14.9,-28.2,80,9,92
625	,3083.TW,網龍,43.9,-0.9,113,43.9,44.25,113,372.4,-2.8,74.4,-12.2,-35,9,38
626	,3085.TW,新零售,20.6,-0.48,2,20.6,20.44,2,3.3,-22.7,25.8,-46.2,-12,3,6
627	,3086.TW,華義,69,-0.58,20,69,74.6,20,16.7,-2.2,60.4,-5,385,2,15
628	,3088.TW,艾訊,104.5,-0.48,1404,104.5,100.29,1404,3629.3,24.6,36.1,15.5,77,9,96
629	,3090.TW,日電貿,53.3,-0.19,283,53.3,53.29,283,319,9.1,15.4,7.9,27,21,97
630	,3092.TW,鴻碩,40.6,2.78,1413,40.6,37.6,1413,4118.2,-14.3,9.8,-18.7,5,11,43
631	,3093.TW,港建*,32.65,-1.66,67,32.65,32.37,67,210.8,21,28.5,14.4,1975,4,47
632	,3094.TW,聯傑,29.05,-1.86,466,29.05,30.33,466,337.3,5.4,69.8,14,134,8,24
633	,3095.TW,及成,23.5,1.95,1,23.5,23.87,1,3.8,-218.6,17.2,-12.4,-1,1,2
634	,3105.TW,穩懋,151.5,0.33,2465,151.5,165.35,2465,5818.9,-5.5,11.4,-20.8,6,42,642
635	,3114.TW,好德,26.95,-0.19,117,26.95,27.08,117,411.4,3.5,10.6,3.4,19,7,18
636	,3115.TW,富榮綱,10.7,0.47,131,10.7,10.86,131,21,-14.9,41.4,-842.3,-151,4,5
637	,3118.TW,進階,30.65,-1.61,188,30.65,30.86,188,104.9,11.1,32.6,9.8,211,3,10
638	,3122.TW,笙泉,24.85,1.84,91,24.85,25.17,91,124.3,-17.1,28.3,-24.4,9,4,10
639	,3128.TW,昇銳,36.25,0,497,36.25,38.13,497,303.1,8.6,29.2,6.7,24,4,15
640	,3130.TW,一零四,204.5,0.25,15,204.5,202.3,15,13.3,22.3,87.1,19.4,602,3,68
641	,3131.TW,弘塑,535,-9.78,2213,535,586.67,2213,2873.2,14.4,41.7,19.1,110,3,156
642	,3138.TW,耀登,140.5,-0.71,139,140.5,143.82,139,476.8,13.2,43.6,15.6,41,5,66
643	,3141.TW,晶宏,94.3,-1.77,839,94.3,100.6,839,1228.1,10.8,43.5,13.2,43,8,71
644	,3147.TW,大綜,76,-2.06,194,76,76.03,194,394.4,11.1,15.1,5.1,43,4,30
645	,3149.TW,正達,13.5,-0.74,233,13.5,13.82,233,438.5,-6,1.3,-15.2,-6,22,30
646	,3152.TW,璟德,192,-2.78,188,192,206,188,149.4,7.3,35.4,19.7,0,7,133
647	,3162.TW,精確,47.35,-1.15,312,47.35,47.63,312,626.4,-1.6,13.1,-1.2,-3,13,62
648	,3163.TW,波若威,91.3,-3.79,17842,91.3,81.43,17842,33479.2,29.4,20.4,7.4,82,8,69
649	,3164.TW,景岳,24.5,-0.41,15,24.5,24.66,15,30.2,1.6,67,2.1,89,9,21
650	,3167.TW,大量,40.3,0.25,26,40.3,40.63,26,47.1,-4.1,12.6,-13.3,10,8,32
651	,3169.TW,亞信,108,0,226,108,110.83,226,657.6,13.6,52.3,27.4,901,6,68
652	,3171.TW,新洲,17.8,0,7,17.8,17.94,7,21.4,11.8,27.6,9,26,7,12
653	,3176.TW,基亞,32,0.31,66,32,32.46,66,133.6,-16.8,47.6,-147.2,-46,14,45
654	,3178.TW,公準,91.6,0,74,91.6,92.08,74,237.4,16.2,27.6,16.7,21,5,41
655	,3188.TW,鑫龍騰,14.8,1.37,506,14.8,14.59,506,157.2,0.1,34.6,6.2,27,19,28
656	,3189.TW,景碩,107,0.94,2411,107,109.45,2411,5102,3,23.4,4.8,72,45,486
657	,3191.TW,和進,13.15,-7.72,754,13.15,14.3,754,504.8,-9.1,23.9,-8.7,-8,9,11
658	,3202.TW,樺晟,16.65,0,621,16.65,17.09,621,825.2,5,16.8,2.1,5,12,20
659	,3205.TW,佰研,49.9,0.2,238,49.9,52.17,238,736,-12.9,15.5,-13.5,-326,3,16
660	,3206.TW,志豐,42.55,7.99,3967,42.55,38.91,3967,619.9,17.2,20.7,8.5,39,6,25
661	,3207.TW,耀勝,76.1,4.1,1861,76.1,82.65,1861,2397,18.2,32.2,15.3,51,6,46
662	,3209.TW,全科,35.4,2.91,2166,35.4,35.79,2166,2432.8,10.7,3.5,1.9,7,23,77
663	,3211.TW,順達,81,1.12,647,81,79.9,647,358.3,12.7,8,3.2,36,15,122
664	,3213.TW,茂訊,72.7,0.69,2715,72.7,62.77,2715,1745.9,8,19.5,9.6,370,6,43
665	,3217.TW,優群,131,-2.6,4164,131,132.03,4164,5262,15,41.5,22.7,2487,9,118
666	,3218.TW,大學光,377,1.21,302,377,389.85,302,214.3,39.8,61.5,33.5,82,8,301
667	,3219.TW,倚強科,60.3,0.33,1,60.3,59.72,1,49.2,-15.8,49.7,-43.1,204,7,42
668	,3221.TW,台嘉碩,26.95,-0.37,210,26.95,27.7,210,568.8,-0.6,23.4,3.1,59,10,28
669	,3224.TW,三顧,42.6,-2.29,291,42.6,43.57,291,481.3,-6.1,7.3,-14,-10,7,29
670	,3226.TW,至寶電,61.6,0.16,9,61.6,60.4,9,5.1,-28.4,21.1,22.2,169,6,40
671	,3227.TW,原相,116.5,0.87,1020,116.5,114.55,1020,2075.9,0.2,54.8,1.4,229,15,170
672	,3228.TW,金麗科,116,-2.11,579,116,126.15,579,914.1,-13.5,62.6,-32,88,7,79
673	,3229.TW,晟鈦,16.35,-1.51,31,16.35,17.66,31,79.8,0.1,8.7,0.5,-8,6,5
674	,3230.TW,錦明,11.9,-0.42,41,11.9,12.48,41,150.9,-34.6,-5.1,-43.8,-4,7,8
675	,3231.TW,緯創,120,-6.98,216421,120,137.2,216421,199675.6,0,0,0,5,290,3480
676	,3232.TW,昱捷,24,0.21,64,24,24.76,64,175.8,-0.9,11.2,1.8,2,5,11
677	,3234.TW,光環,26.9,0,452,26.9,30.34,452,1635.6,-39,9.2,-43.9,-2,10,26
678	,3236.TW,千如,26.8,-1.83,220,26.8,27.04,220,344.3,8.7,23.3,7,29,9,25
679	,3252.TW,海灣,20.05,-0.5,220,20.05,21.07,220,333.3,0.8,35.6,8.9,1,5,10
680	,3257.TW,虹冠電,89.5,7.83,9379,89.5,75.7,9379,4440,22.1,48.9,27.9,427,8,72
681	,3259.TW,鑫創,22,-1.57,191,22,23.08,191,169.4,-48.8,3.9,-73,-189,7,16
682	,3260.TW,威剛,79.5,1.02,9924,79.5,81.09,9924,5348.1,1.8,11.5,0.6,4,26,209
683	,3264.TW,欣銓,60.7,-0.16,2743,60.7,61.89,2743,9735.9,16.3,32.8,22.4,34,49,298
684	,3265.TW,台星科,82.5,-2.02,1838,82.5,81.85,1838,4963.2,19,30.7,23.4,99,14,112
685	,3266.TW,昇陽,14,-0.36,97,14,13.81,97,78,0.8,19.6,4.1,9,35,49
686	,3268.TW,海德威,21.95,4.03,67,21.95,21.66,67,35.2,-10.4,6.4,-4.9,10,3,7
687	,3272.TW,東碩,37.2,-2.87,177,37.2,37.99,177,521.4,-22.3,4.5,-11.6,8,6,23
688	,3276.TW,宇環,13.85,0.36,19,13.85,13.86,19,69.7,-0,1.6,-4.7,29,7,10
689	,3284.TW,太普高,16.85,-0.88,200,16.85,19.27,200,478.1,2.4,20.5,7,6,9,15
690	,3285.TW,微端,21,0.24,7,21,21.12,7,16.8,-3.5,15.7,-3,-3,4,9
691	,3287.TW,廣寰科,26.05,-2.8,391,26.05,27.92,391,1060.2,12.3,37.4,1.9,18,4,11
692	,3288.TW,點晶,21.2,0.71,3,21.2,21.79,3,6.6,1.8,63.8,-0.9,2,2,3
693	,3289.TW,宜特,111,-2.21,1833,111,112.47,1833,5909.9,8.9,28.5,10.6,11,8,84
694	,3290.TW,東浦,25.75,-2.83,1633,25.75,25.99,1633,1135.6,2.4,21.2,5.3,9,11,27
695	,3293.TW,鈊象,586,-0.85,743,586,617.21,743,855.7,63.2,95.7,53,73256,14,826
696	,3294.TW,英濟,18.15,0,69,18.15,17.99,69,151.7,-19.3,4.8,-11.4,0,13,24
697	,3296.TW,勝德,16.25,0,347,16.25,16.23,347,303.7,-14.4,17.3,-8.9,-1,10,16
698	,3297.TW,杭特,16.6,-0.9,106,16.6,16.93,106,42.6,-10.7,0.4,-66.8,4,4,6
699	,3303.TW,岱稜,25.6,0,53,25.6,25.53,53,86.9,8.6,27.5,6,32,9,24
700	,3305.TW,昇貿,65.2,-2.4,1432,65.2,68.2,1432,3430.2,3.5,15.1,6.1,13,13,88
701	,3306.TW,鼎天,50.8,-4.51,3586,50.8,46.33,3586,7069.1,10.3,22.6,0.4,137,5,26
702	,3308.TW,聯德,43.9,3.17,3217,43.9,40.78,3217,1810.5,182.4,32.4,2,7,7,31
703	,3310.TW,佳穎,92.9,4.85,115,92.9,88.75,115,101.3,8,23.4,9.7,7,6,55
704	,3311.TW,閎暉,34.4,0.29,18,34.4,34.14,18,35.5,3,16.5,3.6,68,7,21
705	,3312.TW,弘憶股,21.8,-3.75,2275,21.8,22.66,2275,532,9.1,6.1,2.9,10,16,35
706	,3313.TW,斐成,10.55,0.48,60,10.55,10.7,60,64.9,4.6,0.3,-1147.8,-31,14,13
707	,3317.TW,尼克森,53.7,0,562,53.7,52.6,562,314.1,6.2,26,9.9,2406,6,33
708	,3321.TW,同泰,6.89,-0.29,114,6.89,6.88,114,101.1,-16,3.7,-11.9,-16,16,11
709	,3322.TW,建舜電,22.1,-2.64,706,22.1,22.01,706,1358.4,-3.5,16.7,-0.5,20,11,24
710	,3323.TW,加百裕,33.75,0.15,2061,33.75,31.85,2061,551.7,0.4,7.6,-0,9,8,27
711	,3324.TW,雙鴻,298,-4.33,15916,298,296.7,15916,14013.7,16.4,20.6,5.7,43,9,263
712	,3325.TW,旭品,31.6,-9.06,18533,31.6,30.39,18533,17918.4,-13.3,7.6,-8.9,-10,8,27
713	,3332.TW,幸康,49.05,-0.2,0,49.05,47.16,0,25.8,12.8,36.3,13.4,360,5,24
714	,3338.TW,泰碩,60.3,-2.9,2806,60.3,63.77,2806,6801.7,5.7,19.9,5,42,9,53
715	,3339.TW,泰谷,17,7.26,205,17,15.78,205,636.6,1.2,10.1,-6.4,-5,5,9
716	,3346.TW,麗清,50.2,3.83,5394,50.2,51.27,5394,3742.3,4.4,13.9,2.7,2,11,54
717	,3349.TW,寶德,17.3,-2.54,17,17.3,18.03,17,20.2,-26.5,10.5,-33.8,-5,4,7
718	,3354.TW,律勝,14.65,-1.01,129,14.65,14.6,129,98.2,-8.6,-28.5,-146,-3,7,10
719	,3356.TW,奇偶,54.7,7.25,11662,54.7,52.87,11662,2687.7,20,44.7,8.5,56,9,49
