符合條件商品
資料日期：2023年 12月  1日
策略,	台股輸出
"序號","代碼","商品","成交","漲幅%","總量","總市值(億)","產業",細產業
914	,"4190.TW","佐登-KY","62.3","0.16","77","38.3","上市生技醫療",時尚產業,美妝保養品,美容
915	,"4192.TW","杏國","36.8","-0.67","13","12.9","上櫃生技醫療",醫藥產業,新藥研發,植物新藥
916	,"4198.TW","欣大健康","24.05","-0.41","3","5.5","上櫃生技醫療",診斷與監測用醫材,醫學影像裝置
917	,"4205.TW","中華食","99.9","0","9","88.7","上櫃食品",食品加工
918	,"4207.TW","環泰","16.9","-0.59","341","31.6","上櫃食品",製糖,大宗物資
919	,"4303.TW","信立","19.6","0","178","13.2","上櫃塑膠",塑膠皮布,石化業
920	,"4304.TW","勝昱","8.19","0.37","30","3","上櫃塑膠",膠帶,化學工業,塑膠加工,石化業
921	,"4305.TW","世坤","39.45","2.07","24","21.7","上櫃塑膠",塑膠皮布,石化業
922	,"4306.TW","炎洲","16.95","1.19","1059","111","上市塑膠",膠帶,化學工業,塑膠加工,石化業
923	,"4401.TW","東隆興","27.25","-1.8","613","33.4","上櫃紡織纖維",尼龍絲,化纖原料,聚酯紗,紡織中游
924	,"4402.TW","福大","11.1","-2.63","361","5.1","上櫃紡織纖維",織布,紡織中游
925	,"4406.TW","新昕纖","9.99","1.01","14","5.2","上櫃紡織纖維",聚酯加工絲,化纖原料
926	,"4413.TW","飛寶企業","18.1","1.69","30","5.7","上櫃紡織纖維",成衣,成衣製造,織布,紡織中游
927	,"4414.TW","如興","4","-0.25","1178","32.8","上市紡織纖維",成衣,成衣製造
928	,"4416.TW","三圓","81.8","-0.85","3","50.7","上櫃建材營造",營建,地產,物業投資發展
929	,"4417.TW","金洲","39.3","0","87","33","上櫃紡織纖維",魚網,紡織中游
930	,"4419.TW","元勝","34.55","5.02","21","13.2","上櫃紡織纖維",織布,紡織中游,旅館、餐飲,餐飲
931	,"4420.TW","光明","48.6","4.85","2839","19.7","上櫃紡織纖維",聚酯加工絲,化纖原料
932	,"4426.TW","利勤","20.9","-0.24","64","36.1","上市紡織纖維",織布,紡織中游,傳產其他,鞋材
933	,"4430.TW","耀億","20.8","0.24","39","11.7","上櫃其他",尼龍絲,化纖原料,不織布,紡織中游
934	,"4432.TW","銘旺實","23.95","0.63","51","12.1","上櫃紡織纖維",成衣,成衣製造
935	,"4433.TW","興采","30.55","-0.65","36","18.7","上櫃紡織纖維",成衣,成衣製造,織布,紡織中游
936	,"4438.TW","廣越","115","-0.43","147","118.9","上市紡織纖維",成衣,成衣製造,羽絨加工,紡織中游
937	,"4439.TW","冠星-KY","128.5","0.39","69","49.2","上市紡織纖維",織布,紡織中游
938	,"4440.TW","宜新實業","25.8","-0.58","273","17.4","上市紡織纖維",加工絲,聚酯紗,紡織中游
939	,"4442.TW","竣邦-KY","27.55","-3.67","343","7.6","上櫃紡織纖維",織布,紡織中游
940	,"4502.TW","健信","36.75","-0.14","10","21.4","上櫃電機機械",汽機車零組件,輪圈
941	,"4503.TW","金雨","57.4","0.53","788","34.6","上櫃電機機械",傳產其他,自動販賣機,POS機系統,電腦系統業,車用充電相關,電力設備
942	,"4506.TW","崇友","78.8","0","109","139.5","上櫃電機機械",電梯,建材
943	,"4510.TW","高鋒","17","1.8","551","18.4","上櫃電機機械",工具機,龍門機,機械
944	,"4513.TW","福裕","18.95","0.26","35","14.6","上櫃電機機械",工具機,龍門機,機械
945	,"4523.TW","永彰","46.95","0.54","52","30","上櫃電機機械",汽車空調,汽車內裝,電機,機器人,機械,電力設備
946	,"4526.TW","東台","18.95","0","286","48.3","上市電機機械",雷射鑽孔機、鑽頭,印刷電路板相關,工具機,機械
947	,"4527.TW","方土霖","35.05","-0.14","15","26.7","上櫃電機機械",空調製冷,機械
948	,"4528.TW","江興鍛","31.35","2.62","240","26.4","上櫃電機機械",汽機車零組件,車用鍛件,木床/車架,傳動系統,懸吊系統,車用金屬成型,機械零組件,機械
949	,"4529.TW","淳紳","9.67","0.21","123","8.2","上櫃其他",汽車製造,電動車,車輛整車,電力,太陽能發電
950	,"4530.TW","宏易","6.5","-0.91","6","3.2","上櫃觀光餐旅",汽車內裝,安全氣囊,旅館、餐飲,餐飲
951	,"4532.TW","瑞智","20.4","0.99","1264","103","上市電機機械",壓縮機,機械
952	,"4533.TW","協易機","29.8","9.96","14819","47.2","上櫃電機機械",工具機,機械
953	,"4534.TW","慶騰","10.35","3.5","1063","9","上櫃電機機械",傳產其他,金屬加工/製品
954	,"4535.TW","至興","35.25","2.32","191","26.7","上櫃電機機械",汽機車零組件,汽車內裝,汽車座椅
955	,"4536.TW","拓凱","183.5","2.51","568","166.7","上市運動休閒",航天軍工,傳產其他,複合材料,運動產業,運動用品
956	,"4538.TW","大詠城","18.7","1.36","46","10.8","上櫃電機機械",機械零組件,機械
957	,"4540.TW","全球傳動","33.25","1.53","215","31.6","上市電機機械",機械零組件,軸承／滑軌,機械
958	,"4541.TW","晟田","32.7","1.55","220","22.1","上櫃其他",航天軍工,機械零組件,飛機零件/製造,機械
959	,"4542.TW","科嶠","61.4","-0.81","542","19.8","上櫃電子零組件",PCB其他設備,設備儀器廠商
960	,"4543.TW","萬在","47.5","4.05","4862","27.1","上櫃電機機械",汽機車零組件,汽車空調,汽車內裝,車用冷卻系統
961	,"4545.TW","銘鈺","30","0","21","23.1","上市電子零組件",其他電子零件,模具沖壓,電子零件元件,自動化設備,機械
962	,"4549.TW","桓達","90.3","-0.33","22","49.5","上櫃電機機械",自動化設備,機械
963	,"4550.TW","長佳","36.75","0","4757","13.9","上櫃電機機械",配電工程,電力設備,水電消防工程,營造工程,休閒娛樂,俱樂部
964	,"4551.TW","智伸科","134","-0.74","104","154.4","上市汽車",汽機車零組件,傳產其他,金屬加工/製品
965	,"4552.TW","力達-KY","31.6","-0.78","1425","36.6","上市電機機械",壓縮機,機械
966	,"4554.TW","橙的","28.1","-0.53","9","6.5","上櫃其他電子",車用電子,胎壓監測系統
967	,"4555.TW","氣立","57.2","1.96","81","39.6","上市電機機械",機械零組件,機械
968	,"4556.TW","旭然","29.65","0.85","1","12.4","上櫃其他",水資源,水資源設備/耗材
969	,"4557.TW","永新-KY","107.5","0","54","45.1","上市汽車",汽機車零組件,剎車系統
970	,"4558.TW","寶緯","26.75","0.75","15","13.4","上櫃電機機械",建材,金屬建材,非鐵金屬,鋁擠型
971	,"4560.TW","強信-KY","35.9","-0.83","97","24.4","上市電機機械",機械零組件,工業用縫紉機,機械
972	,"4561.TW","健椿","35.55","6.44","2876","20.8","上櫃電機機械",機械零組件,機械
973	,"4562.TW","穎漢","15.85","-0.31","26","13.9","上市電機機械",工具機,機械
974	,"4563.TW","百德","46.8","0","123","25.7","上櫃電機機械",工具機,機械
975	,"4564.TW","元翎","24.45","-0.2","693","49.6","上市電機機械",汽車內裝,安全氣囊,傳產其他,金屬加工/製品
976	,"4566.TW","時碩工業","55.1","2.99","1027","45.4","上市電機機械",汽機車零組件,傳產其他,金屬加工/製品
977	,"4568.TW","科際精密","55","0","1","17.6","上櫃電機機械",幫浦,機械
978	,"4569.TW","六方科-KY","90.5","0.22","23","28.1","上市汽車",汽機車零組件,傳產其他,金屬加工/製品
979	,"4571.TW","鈞興-KY","74.7","0.13","13","39.8","上市電機機械",機械零組件,機械
980	,"4572.TW","駐龍","166.5","0.91","487","64.9","上市電機機械",飛機零件/製造,機械
981	,"4576.TW","大銀微系統","67.7","2.11","392","81.1","上市電機機械",機械零組件,機械
982	,"4577.TW","達航科技","24.35","1.46","214","12","上櫃其他電子",雷射鑽孔機、鑽頭,印刷電路板相關,電子製造服務,電腦系統業
983	,"4580.TW","捷流閥業","92.1","-0.32","57","39.7","上櫃電機機械",工業閥門,機械
984	,"4581.TW","光隆精密-KY","69.4","0","82","23.5","上市汽車",汽機車零組件,車用鑄件,引擎相關,傳動系統,剎車系統,車用金屬成型,車用排氣系統,電力,發電設備與零組件
985	,"4583.TW","台灣精銳","224.5","-0.66","81","180","上市電機機械",機械零組件,機械
986	,"4584.TW","君帆","48.7","0.21","11","13.5","上櫃電機機械",機械零組件,機械
987	,"4609.TW","唐鋒","5.85","-0.17","2","2.8","上櫃居家生活",小家電,家電
988	,"4702.TW","中美實","12.9","0","522","9.3","上櫃居家生活",染料，顏料,化學工業,流通業,貿易,汽車銷售,車輛整車
989	,"4706.TW","大恭","29.15","-0.68","94","23","上櫃化工",染料，顏料,化學工業
990	,"4707.TW","磐亞","12.65","0.8","419","48","上櫃化工",衛生清潔用品,化學工業,其他化工產品
991	,"4711.TW","永純","16.05","0","76","9.8","上櫃化工",合成樹脂,化學工業
992	,"4712.TW","南璋","2.73","-1.8","37","2","上櫃食品",體溫計,診斷與監測用醫材,消費性電子產品,手工具機,機械
993	,"4714.TW","永捷","14.25","-1.72","1424","19.9","上櫃化工",PU樹脂,化學工業
994	,"4716.TW","大立","12.95","0.39","73","11","上櫃化工",合成樹脂,化學工業
995	,"4720.TW","德淵","15.7","1.62","809","16.3","上市化工",熱熔膠,化學工業
996	,"4721.TW","美琪瑪","91.2","0.11","6275","68.4","上櫃化工",電池材料相關,化學產品通路,正極材料,化學工業,其他化工產品
997	,"4722.TW","國精化","34.8","0.87","57","34.8","上市化工",合成樹脂,化學工業
998	,"4726.TW","永昕","37.2","1.09","435","76.6","上櫃生技醫療",醫藥產業,醫藥研發外包服務
999	,"4728.TW","雙美","203","1","12","110.5","上櫃生技醫療",醫用植入材料,輔助與彌補用醫材,時尚產業,美妝保養品
1000	,"4729.TW","熒茂","15.85","0","31","12.3","上櫃光電",面板業,觸控面板
1001	,"4735.TW","豪展","36.8","1.1","64","13.5","上櫃生技醫療",血壓計,體溫計,診斷與監測用醫材,其他醫療器材
1002	,"4736.TW","泰博","158.5","0.96","264","151.2","上櫃生技醫療",血糖儀,體外診斷用醫材,檢驗試劑／紙
1003	,"4737.TW","華廣","77.8","-0.26","56","47.3","上市生技醫療",血糖儀,體外診斷用醫材
1004	,"4739.TW","康普","82.8","-1.43","5231","98.5","上市化工",電池材料相關,強酸產品,正極材料,化學工業,其他化工產品
1005	,"4741.TW","泓瀚","35.55","-0.28","14","11.7","上櫃化工",染料，顏料,化學工業
1006	,"4743.TW","合一","205","0","3242","929.6","上櫃生技醫療",醫藥產業,新藥研發,植物新藥
1007	,"4744.TW","皇將","29.9","0.67","435","16.4","上櫃生技醫療",醫療保健設備/裝置,機械
1008	,"4745.TW","合富-KY","26.15","0.97","67","20.3","上櫃生技醫療",醫療器材通路
1009	,"4746.TW","台耀","101.5","1.5","3219","122","上市生技醫療",醫藥產業,原料藥
1010	,"4747.TW","強生","87.4","0.58","493","38.2","上櫃生技醫療",醫藥產業,西藥製劑,學名藥
1011	,"4754.TW","國碳科","42.6","-0.47","57","12.9","上櫃化工",化學工業,塗料,耐火材料,傳產其他
1012	,"4755.TW","三福化","129.5","-0.77","140","130.4","上市化工",化學工業,其他化工產品,研磨液／墊,電子化工材料
1013	,"4760.TW","勤凱","69.8","-0.85","36","22.4","上櫃其他電子",被動元件,被動元件上游,太陽能,太陽能導電漿
1014	,"4763.TW","材料-KY","929","4.74","6709","797.9","上市化工",化纖原料,半合成纖維
1015	,"4764.TW","雙鍵","41","1.36","36","35.1","上市化工",合成樹脂,化學工業,其他化工產品
1016	,"4766.TW","南寶","255","2.41","742","307.4","上市化工",合成樹脂,熱熔膠,化學工業,其他化工產品,塗料
1017	,"4767.TW","誠泰科技","28.95","0.7","32","9.1","上櫃化工",熱熔膠,化學工業
1018	,"4768.TW","晶呈科技","188","-2.08","1103","81","上櫃化工",工業氣體,化學工業
1019	,"4770.TW","上品","335","-2.19","1176","266.4","上市化工",合成樹脂,化學工業,傳產其他,金屬加工/製品
1020	,"4804.TW","大略-KY","4.67","2.64","122","2.1","上櫃觀光餐旅",服務業,婚宴顧問,旅館、餐飲,飯店,餐飲
1021	,"4806.TW","昇華","14.05","-6.33","68","10.4","上櫃文化創意",傳播事業,影音娛樂
1022	,"4807.TW","日成-KY","16.55","0.61","7","6.3","上市貿易百貨",時尚產業,珠寶
1023	,"4903.TW","聯光通","17","0.59","73","17.7","上櫃通信網路",光纖光纜,光通訊
1024	,"4904.TW","遠傳","82","-1.09","8386","2672","上市通信網路",電信/數據服務,通訊服務,行動通訊
1025	,"4905.TW","台聯電","86.9","10","113","25.4","上櫃通信網路",通訊設備,接取設備,數據機,光通訊,光纖設備
1026	,"4906.TW","正文","34.1","0.15","1953","135.9","上市通信網路",無線網路設備系統(WLAN),通訊設備,電信設備,區域網路,通訊設備零組件
1027	,"4907.TW","富宇","38.15","1.87","68","45.1","上櫃建材營造",營建,園林造景,地產,營造工程
1028	,"4908.TW","前鼎","95.1","0.32","4538","74.4","上櫃通信網路",光通訊,光纖主動元件
1029	,"4909.TW","新復興","29.7","10","15611","27.7","上櫃通信網路",印刷電路板,印刷電路板相關
1030	,"4911.TW","德英","57.1","-0.7","12","31.8","上櫃生技醫療",醫藥產業,生物科技,新藥研發,植物新藥,食品生技
1031	,"4912.TW","聯德控股-KY","84","-1.06","182","52.2","上市電子零組件",車用金屬成型,車用沖壓件,模具沖壓,電子零件元件
1032	,"4915.TW","致伸","65.2","1.09","2256","301.9","上市電子零組件",車用電子,週邊產品,電聲產品
1033	,"4916.TW","事欣科","37.4","0.54","416","35.1","上市電腦及週邊設備",航天軍工,航天機械零組件,工業電腦,遊戲產業,商用遊戲機,電腦系統業
1034	,"4919.TW","新唐","149.5","0.67","4486","627.5","上市半導體",IC生產,專業晶圓代工,類比IC,IO控制IC,IC設計,消費性IC,PC週邊IC,MCU,影音IC,CMOS晶片,IC製造
1035	,"4923.TW","力士","53.4","0.56","242","18.1","上櫃半導體",分離式元件,電晶體
1036	,"4924.TW","欣厚-KY","12.1","0","12","4.5","上櫃電腦及週邊設備",生物科技,環保生技,其他電子零件,電子零件元件
1037	,"4927.TW","泰鼎-KY","51.1","1.19","371","97","上市電子零組件",印刷電路板,印刷電路板相關
1038	,"4930.TW","燦星網","29.8","0","140","23.8","上市電器電纜",小家電,家電
1039	,"4931.TW","新盛力","33","0.61","344","21.3","上櫃電腦及週邊設備",汽機車零組件,車用電池,工業用電池,電力設備
1040	,"4933.TW","友輝","55.5","1.46","439","44.6","上櫃光電",面板零組件,光學膜
1041	,"4934.TW","太極","28.25","-0.35","675","63.6","上市光電",太陽能,太陽能電池,太陽能電池模組
1042	,"4935.TW","茂林-KY","52.6","0.57","141","67.8","上市光電",面板零組件,模具沖壓,電子零件元件
1043	,"4938.TW","和碩","81.3","0.12","2572","2166.3","上市電腦及週邊設備",車用電子,桌上型電腦,筆記型電腦製造,通訊設備,手機,手機製造,主機板,視訊轉換相關,遊戲機,平板電腦,語音助理,消費性電子產品,穿戴式裝置,電子製造服務,遊戲產業,電腦系統業
1044	,"4939.TW","亞電","17.7","0.28","243","17.4","上櫃電子零組件",軟板基板,印刷電路板相關
1045	,"4942.TW","嘉彰","42.65","-0.12","282","60.7","上市光電",模具沖壓,電子零件元件
1046	,"4943.TW","康控-KY","15.45","0","43","13.4","上市電子零組件",汽機車零組件,控股公司,電聲產品
1047	,"4945.TW","陞達科技","98.4","-0.81","3769","29.5","上櫃半導體",馬達IC,IC設計,MCU,IC零組件通路商,電子通路
1048	,"4946.TW","辣椒","58.8","0","31","4.9","上櫃文化創意",PC遊戲,遊戲產業,手機遊戲
1049	,"4951.TW","精拓科","75.2","-3.59","628","25.7","上櫃半導體",類比IC,IO控制IC,IC設計,消費性IC,PC週邊IC,嵌入式晶片
1050	,"4952.TW","凌通","55.8","0","341","60.7","上市半導體",車用電子,無線充電,電子零件元件,IC設計,消費性IC,LCD控制IC,MCU,影音IC
1051	,"4953.TW","緯軟","127.5","0.39","1043","92.8","上櫃資訊服務",軟體業,雲端科技,Internet技術與基礎設施
1052	,"4956.TW","光鋐","17.3","-0.57","1407","17.4","上市光電",LED,LED晶粒,LED磊晶
1053	,"4958.TW","臻鼎-KY","103","-0.48","1844","975.5","上市電子零組件",軟板,印刷電路板,印刷電路板相關
1054	,"4960.TW","誠美材","13.45","1.89","4709","77","上市光電",面板零組件,偏光板
1055	,"4961.TW","天鈺","289.5","2.48","5329","351","上市半導體",類比IC,IC設計,LCD驅動IC,手機面板驅動IC,手機零組件
1056	,"4966.TW","譜瑞-KY","1055","-1.86","1409","856.3","上櫃半導體",IC設計,LCD驅動IC,LCD控制IC,USB,高速傳輸介面IC,觸控IC,傳輸介面,Displayport
1057	,"4967.TW","十銓","85.2","-2.07","4335","61","上市半導體",電子零件元件,DRAM模組,Flash模組,週邊產品,記憶卡,硬碟相關
1058	,"4968.TW","立積","167.5","3.08","8583","151","上市半導體",功率放大器,射頻前端晶片,射頻開關,射頻前端模組
1059	,"4971.TW","IET-KY","65","0.46","260","23.9","上櫃半導體",砷化鎵相關,光通訊元件磊晶,IC製造
1060	,"4972.TW","湯石照明","28","-0.18","86","16.2","上櫃光電",LED,LED照明產品,照明,家電
1061	,"4973.TW","廣穎","34.75","-0.43","1588","22.1","上櫃半導體",電子零件元件,DRAM模組,Flash模組
1062	,"4974.TW","亞泰","67.5","0.15","141","48.9","上櫃電子零組件",影像感測元件,數位相機
1063	,"4976.TW","佳凌","40.7","0.99","256","57.3","上市光電",數位相機,數位相機組裝,光學鏡片/頭
1064	,"4977.TW","眾達-KY","81.9","1.11","2386","65.7","上市通信網路",光通訊,光纖主動元件
1065	,"4979.TW","華星光","171","-1.72","7842","240.8","上櫃通信網路",光通訊,光纖主動元件
1066	,"4987.TW","科誠","59.8","0","14","19.1","上櫃電腦及週邊設備",週邊產品,印表機,印表機耗材
1067	,"4989.TW","榮科","25.6","0.2","109","35.3","上市電子零組件",銅箔,印刷電路板相關
1068	,"4991.TW","環宇-KY","33","0","35","36.7","上櫃半導體",砷化鎵相關,化合物晶圓,IC製造
1069	,"4994.TW","傳奇","65.8","2.02","923","43.7","上市資訊服務",PC遊戲,遊戲產業,手機遊戲
1070	,"4995.TW","晶達","47.4","-0.11","20","19.9","上櫃光電",面板業,LCM,顯示器,LCD顯示器
1071	,"4999.TW","鑫禾","36.9","-0.27","109","27.4","上市電子零組件",樞紐,電子零件元件
1072	,"5007.TW","三星","55.5","-0.89","19","163.7","上市鋼鐵",螺絲、螺帽,線材、盤元
1073	,"5009.TW","榮剛","49.35","1.33","12341","261.5","上櫃鋼鐵",不鏽鋼,合金鋼,特殊鋼,工具鋼
1074	,"5011.TW","久陽","22.35","1.13","212","22.4","上櫃鋼鐵",螺絲、螺帽,線材、盤元
1075	,"5013.TW","強新","35","-3.31","11","46.7","上櫃鋼鐵",線材、盤元,不鏽鋼,不鏽鋼管,不鏽鋼線材
1076	,"5014.TW","建錩","14.1","-0.35","200","26.1","上櫃鋼鐵",不鏽鋼,不鏽鋼剪裁加工
1077	,"5015.TW","華祺","44.1","0.68","70","26.7","上櫃鋼鐵",不鏽鋼,不鏽鋼緊固件,不鏽鋼線材
1078	,"5016.TW","松和","29.4","2.44","47","14.6","上櫃鋼鐵",線材、盤元,條鋼,棒鋼
1079	,"5201.TW","凱衛","30.5","0.66","66","9.3","上櫃資訊服務",系統整合,軟體業
1080	,"5202.TW","力新","15.55","9.89","1309","13.8","上櫃資訊服務",醫療器材通路,軟體業,套裝軟體
1081	,"5203.TW","訊連","95.5","0.74","98","75.4","上市資訊服務",軟體業,套裝軟體,應用軟體,虛擬實境,雲端科技,Internet技術與基礎設施
1082	,"5205.TW","中茂","27.95","0.54","1","2.9","上櫃綠能環保",水利,水資源,污水處理廠,營造工程,環保工程
1083	,"5206.TW","坤悅","24.95","2.46","202","38.9","上櫃建材營造",營建,地產
1084	,"5209.TW","新鼎","173","1.76","180","48.6","上櫃其他",系統整合,軟體業,雲端科技,Internet技術與基礎設施
1085	,"5210.TW","寶碩","44","10","3963","27.4","上櫃資訊服務",電力,太陽能發電,系統整合,軟體業
1086	,"5211.TW","蒙恬","23","2.22","102","7.4","上櫃資訊服務",掃瞄器,週邊產品,手寫板
1087	,"5212.TW","凌網","49.5","0.41","1","17.1","上櫃資訊服務",系統整合,軟體業,消費性電子產品,電子書閱讀器
1088	,"5213.TW","亞昕","32.05","-0.16","489","162.2","上櫃建材營造",營建,地產
1089	,"5215.TW","科嘉-KY","64.4","-0.46","208","41.4","上市電腦及週邊設備",鍵盤,週邊產品
1090	,"5220.TW","萬達光電","27.1","0","12","10.7","上櫃光電",面板業,觸控面板
1091	,"5222.TW","全訊","167.5","-0.59","522","124.9","上市半導體",砷化鎵相關,功率放大器,IC製造,射頻前端晶片
1092	,"5223.TW","安力-KY","38.2","0.53","13","17","上櫃電腦及週邊設備",模具沖壓,電子零件元件
1093	,"5225.TW","東科-KY","65.2","0.77","1074","45.8","上市其他電子",電子零件元件,音響設備及零件
1094	,"5227.TW","立凱-KY","49.55","0.41","450","41.1","上櫃電子零組件",電池材料相關,正極材料
1095	,"5228.TW","鈺鎧","22.15","-1.99","20","8.4","上櫃電子零組件",被動元件,電感
1096	,"5230.TW","雷笛克光學","29.1","3.93","3154","13.7","上櫃光電",LED,LED照明產品,模具沖壓,電子零件元件
1097	,"5234.TW","達興材料","102.5","0","244","105.3","上市光電",光阻劑,電子化工材料
1098	,"5236.TW","凌陽創新","175.5","-1.96","2212","102.7","上櫃半導體",IC設計,PC週邊IC,MCU,影音IC
1099	,"5243.TW","乙盛-KY","60.8","0.16","510","102.5","上市光電",車用金屬成型,車用沖壓件,模具沖壓,電子零件元件
1100	,"5244.TW","弘凱","37.15","0.13","298","25.2","上市光電",LED,LED封裝,紅外線傳輸模組
1101	,"5245.TW","智晶","42","0.72","15","18.9","上櫃光電",面板業,OLED
1102	,"5251.TW","天鉞電","19.4","0","46","6.9","上櫃光電",家居用品,鎖,消費性電子產品,安全監控系統
1103	,"5258.TW","虹堡","140","-4.11","10447","146.8","上市電腦及週邊設備",POS機系統,電腦系統業
1104	,"5263.TW","智崴","125","0.81","155","80.9","上櫃文化創意",系統整合,軟體業,PC遊戲,遊戲產業
1105	,"5269.TW","祥碩","1515","5.21","2259","1050.8","上市半導體",IC設計,USB,高速傳輸介面IC,傳輸介面
1106	,"5272.TW","笙科","38.8","-3","2912","21.4","上櫃半導體",無線網路IC,IC設計
1107	,"5274.TW","信驊","2885","-2.04","324","1091.1","上櫃半導體",其他IC,IC設計,影音IC
1108	,"5276.TW","達輝-KY","13.95","0.72","10","5.5","上櫃其他",車燈,汽機車零組件,機車零組件,傳產其他,嬰童用品
1109	,"5278.TW","尚凡","213.5","0.23","6","47.5","上櫃數位雲端",Internet應用與服務,社群網站與媒體
1110	,"5283.TW","禾聯碩","109","0","25","79.6","上市電器電纜",顯示器,LCD顯示器,冷氣機,家電,液晶電視
1111	,"5284.TW","jpp-KY","133.5","3.49","797","64","上市其他",模具沖壓,電子零件元件
1112	,"5285.TW","界霖","75.2","-0.53","198","76.7","上市半導體",導線架,封測服務與材料
1113	,"5287.TW","數字","200","0.5","48","111.7","上櫃數位雲端",汽車銷售,車輛整車,服務業,人力資源,Internet應用與服務,入口網站,電商平台,房屋仲介,地產
1114	,"5288.TW","豐祥-KY","176.5","0.57","45","117.2","上市電機機械",汽機車零組件,木床/車架,車用金屬成型,車用沖壓件,機車零組件
1115	,"5289.TW","宜鼎","307.5","-1.44","744","271.8","上櫃電腦及週邊設備",電子零件元件,DRAM模組,Flash模組,週邊產品,硬碟相關
1116	,"5291.TW","邑昇","26.05","-0.57","53","10.7","上櫃電子零組件",印刷電路板,印刷電路板相關,自行車零件,機械
1117	,"5292.TW","華懋","135.5","-4.24","895","47.1","上市綠能環保",營造工程,環保工程
1118	,"5299.TW","杰力","134","-1.11","190","68.2","上櫃半導體",類比IC,IC設計,分離式元件,電晶體
1119	,"5301.TW","寶得利","11.25","1.35","55","15.1","上櫃觀光餐旅",旅館、餐飲,餐飲,時尚產業,珠寶
1120	,"5302.TW","太欣","11.85","-2.47","611","18.9","上櫃半導體",DSP,IC設計,消費性IC,MCU,影音IC
1121	,"5306.TW","桂盟","129.5","1.97","875","163.2","上市運動休閒",自行車零件,機械
1122	,"5309.TW","系統電","35.4","-1.12","796","65.3","上櫃電子零組件",汽機車零組件,車用電池,UPS,車用電子,胎壓監測系統,電源供應器,電子零件元件,工業用電池,電力設備
1123	,"5310.TW","天剛","21.55","0.47","27","6.2","上櫃資訊服務",系統整合,軟體業,遊戲產業,手機遊戲
1124	,"5312.TW","寶島科","83","-1.43","187","49.8","上櫃生技醫療",傳產其他,眼鏡
1125	,"5314.TW","世紀","53.5","0.56","39","7.9","上櫃半導體",車用電子,IC設計,MCU,消費性電子產品,光通訊晶片,安全監控系統
1126	,"5315.TW","光聯","18.3","0","101","19.5","上櫃光電",面板業,LCM
1127	,"5321.TW","美而快","90","0.56","339","44.5","上櫃數位雲端",Internet應用與服務,電商平台
1128	,"5324.TW","士開","11.2","0","152","25.4","上櫃建材營造",營建,地產,旅館、餐飲,飯店,餐飲
1129	,"5328.TW","華容","18.55","6","59187","32","上櫃電子零組件",被動元件,塑膠膜電容器
1130	,"5340.TW","建榮","61.2","0","210","119.3","上櫃電子零組件",玻纖布,印刷電路板相關
1131	,"5344.TW","立衛","20.75","0.73","161","16.5","上櫃半導體",IC測試,IC封裝測試
1132	,"5345.TW","天揚","12.7","0.79","4","2.3","上櫃其他",家居用品,鎖,電氣開關設備,工業用電池,電力設備
1133	,"5347.TW","世界","78.9","-1.13","27067","1293.2","上櫃半導體",IC生產,專業晶圓代工,IC製造
1134	,"5348.TW","正能量智能","22.55","1.35","194","6.5","上櫃通信網路",無線網路設備系統(WLAN),通訊設備,衛星導航,穿戴式裝置,智慧手錶
1135	,"5351.TW","鈺創","52.8","-0.56","23893","152.6","上櫃半導體",DRAM記憶體IC,SRAM記憶體IC,IC設計,高速傳輸介面IC
1136	,"5353.TW","台林","38.3","0","211","28.7","上櫃通信網路",車用電子,無線網路設備系統(WLAN),通訊設備,電信設備,網路交換器,工業電腦,電腦系統業
1137	,"5355.TW","佳總","8.5","2.53","568","14.1","上櫃電子零組件",LED,LED散熱基板,印刷電路板,印刷電路板相關
1138	,"5356.TW","協益","28.8","0","32","29.7","上櫃電腦及週邊設備",其他電子零件,電子零件元件,週邊產品
1139	,"5364.TW","力麗店","27.45","0","113","7.9","上櫃觀光餐旅",旅館、餐飲,飯店
1140	,"5371.TW","中光電","72.9","1.96","1134","285","上櫃光電",面板零組件,背光模組,顯示器,投影機
1141	,"5381.TW","合正","29.5","-1.17","3139","62","上櫃電子零組件",PCB材料,印刷電路板相關
1142	,"5383.TW","金利","27.35","0","12","21.7","上櫃其他電子",LED,LED封裝,模具沖壓,電子零件元件,導線架,封測服務與材料
1143	,"5386.TW","青雲","54.5","-0.55","468","15.6","上櫃電腦及週邊設備",電腦通路商,電子通路
1144	,"5388.TW","中磊","125.5","1.21","4487","328.4","上市通信網路",無線網路設備系統(WLAN),通訊設備,接取設備,區域網路,4G通訊設備
1145	,"5392.TW","能率","25","0.2","587","42.2","上櫃光電",汽機車零組件,控股公司,其他電子零件,電子零件元件,機械零組件,機械
1146	,"5398.TW","慕康生醫","13.3","0","13","6.6","上櫃其他",醫藥產業,生物科技,醫療器材通路,食品生技,醫藥流通
1147	,"5403.TW","中菲","106","-0.47","80","78.8","上櫃資訊服務",系統整合,軟體業
1148	,"5410.TW","國眾","32.55","-0.15","87","29","上櫃資訊服務",傳產其他,金融機具,系統整合,軟體業,企業資源規劃
1149	,"5425.TW","台半","87.5","-1.46","5978","230.5","上櫃半導體",分離式元件,二極體,週邊產品,印表機
1150	,"5426.TW","振發","16.9","9.03","8179","24.3","上櫃電腦及週邊設備",機殼,電子零件元件
1151	,"5432.TW","新門","99.2","-6.42","2438","20.5","上櫃光電",面板業,LCM,太陽能,PV Inverter
